Template Content,Template Category
"Hey, {{1}} Moving into a new home can be tiring 😵‍ Also, do you Miss the Comfort of your old home? 😕
Well worry not, we have got a lot of Comfort Gifts for You. 🤩
It’s time to transform your home with SmartGRID and discover the luxury of true comfort! On your purchase with us, get an Additional 5% OFF, up to ₹5000 OFF.
Use Code: MYHOME
Shop Now: {{2}}",Marketing
"Hey, {{1}} Don’t miss the opportunity to grab the most of COMFORT! 👀
⏳ Your coupon code is about to expire.
Shop now and get an additional 😍 5% OFF, up to ₹5000 OFF on your purchase. Save with coupon: MYHOME Buy Now: {{2}}",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Surat
📍 Address: Shop No 9, Gr Flr, Luxuria Busines Hub, Surat - Dumas Rd, near VR Mall, New Magdalla, Surat, Gujarat 395007
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=18235872022251067998
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"👀 Eyeing our luxe recliner sofa? Great choice 😍
👉 You can get it now at up to 45% OFF: 🎉{{1}}
🌟 Here’s why it deserves a place in your home:
🔹 SmartGRID comfort 🤗
🔹 German-engineered mechanism
🔹 No-cost EMI 💳 + Extra 5% OFF
This Sofa is so comfy, you’ll fall asleep. 😴",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Nexus Centre City
📍 Address: Unit No GF 04-05, Ground Floor, Nexus Centre City, Hyderali Rd, Nazarbad Mohalla, Mysuru, Karnataka - 570010
📞 Contact: 9136140672
🗺 Google Maps: https:maps.app.goo.gl67PWFRipJNoayriR8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCcdLgQfsOae9EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCXZd11XzURi0EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCXj9N4oKcobEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Tribeca Highstreet
📍 Address: Shop bearing No. LG-2, Lower GR Floor, Tribeca Highstreet, NIBM Road, Kondhwa, Pune, Maharashtra 411058
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glU23BmjvoA6i2o74D8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Nikol
📍 Address: Showroom No 36, Ground Floor, The Gateway, Nearby Parikh Hospital, Gangotri Road, Nikol, Ahmedabad, Gujarat - 380049
📞 Contact: 8976824286
🗺 Google Maps: https:maps.app.goo.glEHhuQrFbBsF9E3Cd9
🕒 Timings: 11:00 AM – 9:00 PM",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Nilamber Circle
📍 Address: 22,23,24,25, First Floor, Nilamber Triumph, Nilamber Circle, Gotri-Vasna Rd, Vadodara, Gujarat - 390021
📞 Contact: 8976907247
🗺 Google Maps: https:maps.app.goo.glT9u4E9FUX89LbWDw5
🕒 Timings: 11:00 AM – 9:00 PM",Marketing
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCXUosIBmYlmtEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Vijayawada
📍 Address: Door No 65618, Vamshi Plaza, NTR Circle, Patamata, Vijayawada, Andhra Pradesh 520010
📞 Contact: 9136089390
🗺 Google Maps: https:maps.app.goo.glsiv12m6xPLwdNDac9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - KNK Road
📍 Address: Platinum, Ground Floor, East Wing, No. 32 (Old no. 16), Khader Nawaz Khan Road, Next to Man mandir, Chennai-Tamil Nadu- 600006
📞 Contact: 9136093243
🗺 Google Maps: https:goo.glmapsM9onGUiFknpYhC8M9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Nyati Enthral Mall
📍 Address: Shop No. 7A, Ground Floor, Nyati Enthral Mall, Mundhwa Kharadi Bypass, Kharadi South Main Rd, Kharadi, Pune - 411019
📞 Contact: 8976978267
🗺 Google Maps: https:maps.app.goo.glJNsK42QR63RPJsY86
🕒 Timings: 11:00 AM – 9:00 PM",Marketing
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCQxJojY-EHsgEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCVZj05IkpIXoEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - OMR
📍 Address: Door No 3, No 356, SN 1A &1582A, SH 49A, OMR, Thoraipakkam, Chennai, Tamil Nadu 600097
📞 Contact: 9136946365
🗺 Google Maps: https:maps.google.commaps?cid=9095781080966609920
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCQC8u52ztDp-EBMreview
Let us know if you need anything else.",Utility
"Still, sitting on your OLD🪑uncomfortable Office Chair? 😱 It's time to switch⏰
🤠Look no further, Bring home the best Orthopedic office Chair. -Onyx SmartGRID Office Chair💺",Marketing
"Dear Smart Sleeper!
Introducing the World’s first & only SmartGRID Office Chair. Onyx is a perfect chair that gives your advanced orthopedic support and takes away your back pain.
Get an extra 10% off on our Onyx SmartGRID Chair! Use Coupon Code ""ONYX10"" to avail of the offer. Limited Time Offer!",Marketing
"Dear {{1}}
🥳 Congratulations on upgrading your seating life with our Onyx SmartGRID Chair!
😯 Your life is about to Change in the next 15 minutes as it takes hardly 15 minutes to unbox & install your Onyx chair.
👀 Watch the full DIY video here and get ready to #SitSmartWithSmartGRID.
Watch Now: {{2}}",Marketing
"Make your Sitting Time the most comfortable time 😎
If you haven’t met our Onyx Ortho Chair yet then here it is 😉
✨ SmartGRID Seat ✨Advanced Orthopedic Support ✨Style at its Best ✨Engineered for Comfort
It’s beyond that.
Check Everything about Onyx Ortho Chair here 👇🏻
Buy Now: {{1}}",Marketing
"WE’RE LAZY! 🙈
That’s why we kept the installation process of Our Onyx Ortho Chair super easy and quick 👍🏻
All you need to do is watch the video and get started
👀 Watch Now: {{1}}",Marketing
"Backed by Science & Approved by Professionals
Our ONYX ORTHO CHAIR is all about 🤩
💺Best Orthopedic Support
💺Extraordinarty Design
💺Smooth Movements
🤩 Watch a little Onyx treat here
{{1}}",Marketing
"Hey,
The countdown to better comfort begins 🤗
Your Order has been confirmed Track Your Order: https:app.easyecom.ioCarrierTrack?token=ne10776308481
Meanwhile, just relax & gear up for the best comfort journey ahead.
If you have any queries, please call us at 9811981911 or
write to us at care@thesleepcomapny.in
Enjoy Peaceful Sleep
The Sleep Company",Utility
"Hey, {{1}}
The countdown to better comfort begins 🤗
Your {{2}} has been confirmed Track Your Order: {{3}}
Meanwhile, just relax & gear up for the best comfort journey ahead.
If you have any queries, please call us at 9811981911 or
write to us at care@thesleepcomapny.in
Enjoy Peaceful Sleep
The Sleep Company",Marketing
"Hey,
The countdown to better comfort begins 🤗
Your Order has been confirmed Track Your Order: https:app.easyecom.ioCarrierTrack?token=ne10776308481
Meanwhile, just relax & gear up for the best comfort journey ahead.
If you have any queries, please call us at 9811981911 or
write to us at care@thesleepcomapny.in
Enjoy Peaceful Sleep
The Sleep Company",Marketing
"Hey, {{1}}
We know, you’ve been waiting for this 👇🏻
COMFORT IS COMING HOME 💙
The Sleep Company Product with {{2}} is on the way 🤩
Can't keep calm? Track your order 👇🏻
{{3}}
If you have any queries, write to us at care@thesleepcompany.in or call us at 9811981911 or visit {{4}}
Happy & Healthy Sleep",Utility
"Hi, as requested, here is the brochure with details about our products for bulk ordering.
For further assistance, contact our team at +919811981911.",Marketing
"Order Received!
Hi {{1}},
We have successfully received your order {{2}}.
Your order will be dispatched Shortly!
The countdown to better comfort begins 🤗
If you have any queries, write to us at
care@thesleepcompany.in
Experience the Revolutionary Comfort.",Utility
"Hey, {{1}}
We know, you’ve been waiting for this 👇🏻
COMFORT IS COMING HOME 💙
The Sleep Company Product with {{2}} is on the way 🤩
Can't keep calm? Track your order 👇🏻
{{3}}
If you have any queries, please call us at 9811981911 or
write to us at {{4}}
Enjoy Peaceful Sleep
The Sleep Company",Utility
"Hey {{1}},
We know, you’ve been waiting for this 👇🏻
💙 COMFORT IS COMING HOME
Your SmartGRID Product with order id {{2}} is on the way 🤩
Can't keep calm? Track your order 👇🏻
AWB number {{3}}",Utility
"Hey, {{1}}
The countdown to better comfort begins 🤗
Your {{2}} has been confirmed Meanwhile, just relax & gear up for the best comfort journey ahead.
If you have any queries, please call us at 9811981911 or
write to us at {{3}}
Enjoy Peaceful Sleep
The Sleep Company",Utility
"Hey, {{1}}
The countdown to better comfort begins 🤗
Your {{2}} has been confirmed
Meanwhile, just relax & gear up for the best comfort journey ahead.
If you have any queries, write to us at care@thesleepcompany.in or call us at 9811981911
Happy & Healthy Sleep",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Orion Gateway Mall
📍 Address: Unit No 123, 261, 1st Floor, Orion Gateway Mall, 80 Feet Rd, Dr. Rajkumar Rd, Malleswaram West PO, Bangalore, Karnataka - 560055
📞 Contact: 8655474142
🗺 Google Maps: https:maps.app.goo.glUrjYNEk2aYj43kPG8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCbcwzsbcB1oGEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Orion Uptown Mall
📍 Address: 102, First Floor, No. 50, Orion Uptown Mall, Huskur Village, Bidarahalli, Hobli, Bangalore East, Karnataka – 560049
📞 Contact: 8828326386
🗺 Google Maps: https:maps.app.goo.gl2zQrGnZRgR4Qd9oD9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCT47FYmldShdEBMreview
Let us know if you need anything else.",Utility
"Hey, {{1}} 👋
😍 Now buy your fav SmartGRID Mattress on No Cost EMI
Perks of No Cost EMI
✅ No additional cost ✅ Easy to afford
✅ Flexible repayment options
✅ No prepayment penalty
Buy Now: {{2}}
NOTE: No Cost EMI is applicable on order value above ₹12000-",Marketing
"Did you know❓
😇Ortho Hybrid mattress provides both orthopedic support and luxury comfort in a single mattress. 😍What's more? Check this out.",Marketing
"Did you know❓
😇Smart Ortho Hybrid Pocketed Spring mattress provides both orthopedic support and luxury comfort in a single mattress. 😍What's more? 👇Check this out.",Marketing
"Can a Mattress FIX your BACK PAIN? 🤔
YES! YES! YES! 🙌😀
👉 Our Revolutionary SmartGRID Ortho Mattress provides ultimate comfort and pain relief.
👉 Get undisturbed rest with its ultra-responsive layer to relieve pain.
👉 Highly responsive to body movements, provide relief to all pressure points.
Still, thinking? Try it yourself...😎",Marketing
"😓Is this how you wake up?
👉🏻Back Pain
👉🏻Body Ache
👉🏻Muscle Stiffness
👉🏻Joint Pain
Give your Back the comfort it deserves with Smart Ortho Pro Mattress!
✅Featuring Advanced Patented SmartGRID Technology.
✅Scientist-approved 5 Zone Orthopedic base layer that offers enhanced pressure relief.
✅2X Cooling with 2500 air channels of SmartGRID.
✅Engineered to provide Pro-Adaptive support.
#SwitchToPro",Marketing
"👋🏻Bid Farewell to all your Back Problems!
🎊 Introducing Smart Ortho Pro 🎊
Scientist Approved Orthopedic Mattress for advanced back pain relief!
👉🏻Featuring Advanced Patented SmartGRID Technology.
👉🏻Scientist-approved 5 Zone Orthopedic base layer that offers enhanced pressure relief.
👉🏻2X Cooling with 2500 air channels of SmartGRID.
👉🏻Engineered to provide Pro-Adaptive support.
👉🏻Soft-to-the-touch Premium quilted fabric.
Don’t miss out on our Special Launch Offer
🛒Order now and Get an Extra 5% Off😍!
#SwitchToPro",Marketing
"👋🏻Bid Farewell to all your Back Problems!
🎊 Introducing Smart Ortho Pro 🎊
Scientist Approved Orthopedic Mattress for advanced back pain relief!
👉🏻Featuring Advanced Patented SmartGRID Technology.
👉🏻Scientist-approved 5 Zone Orthopedic base layer that offers enhanced pressure relief.
👉🏻2X Cooling with 2500 air channels of SmartGRID.
👉🏻Engineered to provide Pro-Adaptive support.
👉🏻Soft-to-the-touch Premium quilted fabric.
Don’t miss out on our Special Launch Offer
🛒Order now and Get 2 Smart Hybrid Pillows Free😍!
#SwitchToPro",Marketing
"Is your old mattress a Backstabber?
We’ve Got your Back with our NEW Smart Ortho Pro Mattress!
🎊 Introducing Ortho Pro 🎊
The Scientist Approved Orthopedic Mattress built with: 👉🏻Patented SmartGRID Technology 👉🏻Scientist Approved 5-zone orthopedic support 😍Grab the Special Pre-Launch offer!
Pre-order now & Get an extra 5% Off!
🏃🏻Hurry! Limited Time Offer⏳.
Valid for 2 Days only.
#SwitchToPro",Marketing
"Hey, {{1}}
Almost there! 🤩
The Sleep Company Product with {{2}} is out for delivery 🚚
If you have any queries, please call us at 9811981911 or
write to us at {{3}}
Enjoy Peaceful Sleep
The Sleep Company",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Panjim 📍 Address: G-3, Bearing House No.1264 A3, Situated at Milroc Neurekar Pride, Opp Printing Press, Panaji, Goa - 403001.
📞 Contact: 9136683519
🗺 Google Maps: https:maps.app.goo.gl4aZG67U9dpgq39nK8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCfFzI8DcdXS-EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Patia
📍 Address: 36921694269, GR Floor, Pantaloons Building, Patia, Bhubaneswar, Khordha, Odisha -751021
📞 Contact: 077385 20286
🗺 Google Maps: https:maps.app.goo.glFd7phyhGqt9ohewX8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCToF8UpNTFQNEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCeXH6WzIoVn-EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store -Pebble Downtown Mall
📍 Address: SF6, 2nd Floor, Pebble Downtown Mall, Metro Station, NH 2, near Bata, Sector 12, Faridabad, Haryana 121006
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.gl4NxRzbt9fasyYPHi9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCZrlLN67y63EEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Perambur
📍 Address: 16, Ground + 2 Floors, Karthikeyan Salai, Peravallur, Periyar Nagar, Perambur, Chennai - 600082
📞 Contact: 8976907253
🗺 Google Maps: https:maps.app.goo.glpXywCEeVKDXgJUfc8
🕒 Timings: 11:00 AM - 9:00 PM",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Phoenix Market City-Kurla
📍 Address: Unit F-71, First Floor, Phoenix Marketcity Mall, Lal Bahadur Shastri Marg, Patelwadi, Kurla West, Mumbai, Maharashtra 400068
📞 Contact: 084339 63647
🗺 Google Maps: https:maps.app.goo.glDQhJWF7nLzwUXhYk6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.cokgstrJFoUH
Let us know if you need anything else.",Utility
"Hi {{1}}
Your Return request has been scheduled
Thanks for your Patience!
If you have any queries, write to us at care@thesleepcompany.in Wish you a Peaceful Sleep",Utility
"RETURN PICKED UP!
Your Product with order id {{1}} has been picked up from your premises. We will proceed with the refund process soon.
Thanks for your Patience 😇",Utility
"Your Return request has been accepted
The return pick-up for your order has been scheduled. Thanks for your Patience 😇",Utility
"Hi {{1}},
As requested, please find the attached document containing the product information you asked for. Let us know if anything needs clarification.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Pimple Saudagar
📍 Address: Shop No 3, 4 & 5, Ganesham Commercial A Building, BRT Link Road, Below Bharti Hospital, PCMC, Pimple Saudagar, Pune - 411027.
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glt1bWffXVdAPTKvw6A
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCVv7B2tXdSqZEBMreview
Let us know if you need anything else.",Utility
Dear {{1}} 🥳 Congratulations on upgrading your seating life with our ERGOSMART PLUS Office Chair! 😯 Your life is about to Change in the next 15 minutes as it takes hardly 15 minutes to unbox & install your ERGOSMART PLUS. 👀 Watch the full DIY video here and get ready to #SitSmartWithSmartGRID. Watch Now: {{2}},Marketing
Dear customer this is your {{1}},Utility
Hi here is your's {{1}},Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Prahlad Nagar
📍 Address: G10, Shivalik Arcade, Opp. Prahlad Nagar Auda Garden, 100 ft Rd Satellite, 100 Feet Anand Nagar Rd, Prahlad Nagar, Ahmedabad, Gujarat - 380013
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glZ8e3pGpzR8yinEMh7
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCaFD5oFhkuWUEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Preet Vihar
📍 Address: Property No 5, Ground floor, Vikas Marg, opposite Metro Pillar No 74, Shankar Vihar, Preet Vihar, New Delhi, Delhi, 110092
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=2446458805707054246
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCSDagKZpZGr9EBMreview
Let us know if you need anything else.",Utility
"PRICE DROP ALERT 🤑
Stop EVERYTHING! Huge Price Drop on the SmartGRID Mattress that’s saved in your cart.
Your Cart 🛒 is waiting for YOU!
Grab the SmartGRID Mattress at the lowest price.",Marketing
"👋Hey!
It’s UNBELIEVABLE 😱
Lowest Price of the Year!
😍OFFERS like never before! Grab Mega Discounts on all SmartGRID Products.",Marketing
"Hi {{1}},
I’ve shared a quick reference cheatsheet (attached) to help you review the available choices at a glance.
If you’d like help shortlisting or need assistance with the next step, feel free to reach out — I’m here to support.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCQtQI5-OOZCLEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCdSrz1YmAWXiEBMreview
Let us know if you need anything else.",Utility
"Discover Easy Installation with our SmartGRID Chairs! 🪑🤩
Click this link for ERGOSMART PRO DIY Installation video: {{1}} Explore more ERGOSMART BY THE SLEEP COMPANY Chairs DIY: ERGOSMART MAX – {{2}} ERGOSMART PLUS – {{3}} ERGOSMART BOSS – {{4}} ERGOSMART ULTRA - {{5}} Make your life easy with our Installation Videos.",Marketing
"Requested Store Information Hi {{1}}, As per your request here are the store details
Store Information Update
Store Name: The Sleep Company – Rajahmundry
🏠Address: The Sleep Company, Door No 76-1-11, GR & 1st FL, Danavai Peta, Gandhipuram-2, Opposite Surya Hospital, Rajamahendravaram Urban, East Godavari, Rajahmundry, AP - 533103
☎️Contact: 8976803879
📍Google Maps: https:maps.app.goo.glh6FLk4e2Vm5Ctibk7
⏱️Timings: 11:00 AM – 9:00 PM",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Raja Park
📍 Address: Ground Floor, Jamuna Tower, Shop No, 16 - 18, Govind Marg, Raja Park, Jaipur, Rajasthan 302004
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glBQJdJAHdZomA8uoH6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Gaurcity
📍 Address: G Square, Shop no. GF-4, 1753 E ward, GR Floor, Rajarampuri 4th lane, Kolhapur, Maharashtra - 416008
📞 Contact: 86554 74145
🗺 Google Maps: https:maps.app.goo.glwHcDJ427ybSrL56k9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗https:share.google4ZMAQuYM3DdGAwcUx
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCTX-Nojaw1POEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - RDC
📍 Address: Shop No-1, Ground Floor, Astoria Boulevard, Ashok Marg, near Hint Chohra, RDC, Sector 15, Raj Nagar, Ghaziabad, Uttar Pradesh 201002
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glhmEvAgxY5VvmEvFf7
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCa2Y-ys0xMDEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}},
As requested, please find the attached document containing the product information you asked for. Let us know if anything needs clarification.",Utility
"Hi {{1}}
Ever wished your bed could do more?
The Elev8 Recliner Bed with Storage is designed to recline, relax and store all your essentials effortlessly.
✨ Key Features ✨
✅Lift up one-touch motorised storage
✅Up to 790L space for all your essentials
✅ NASA Approved Zero Gravity Mode
✅ TV mode for comfortable binge-watching movies
✅ Dual-zone massage mode for added relaxation
✅ Multiple recline modes for all your needs
Switch to India’s Smart Recliner Storage Bed, it's a smarter way to sleep! 🤗
Know more: https:thesleepcompany.inproductselev8-smart-recliner-storage-bed-with-italia-frame?pos=1&psq=recliner+bed+with+storage&ss=e&v=1.0",Marketing
"Hi {{1}},
As requested, please find the attached document containing the product information you asked for. Let us know if anything needs clarification.",Utility
"Welcome to The Sleep Company Family!
Loved our SmartGRID? Then Share your Love.
Refer a Friend To Buy Our Mattress & Get Free Amazon Gift Card Worth Rs. 2,000. Your friend gets 5% extra discount on their SmartGRID Mattress. Isn't it cool?
Hurry & start referring Now!",Marketing
"🥰Enjoying SmartGRID Comfort? 🤔Why not refer to your loved ones.
😇Refer a loved one and get Free Amazon Gift card worth ₹ 2000-
🏃🏻‍♀️Hurry! The more you share, The more you earn.",Marketing
"Attempted Return Pickup failed for the product {{1}} courier service will reattempt soon! If you have any queries, write to us at care@thesleepcompany.in or call us at 9811981911 or visit {{2}}
Happy & Healthy Sleep",Utility
Your Product has been picked up from your premises. We will proceed with the refund process soon. Thanks for your Patience,Utility
"Your Return request for {{1}} has been scheduled
Thanks for your patience!
If you have any queries, write to us at care@thesleepcompany.in or call us at 9811981911 or visit {{2}}
Happy & Healthy Sleep",Utility
"RETURN PICKED UP!
The Product with {{1}} has been successfully picked up We will proceed with the refund process soon.
If you have any queries, write to us at care@thesleepcompany.in or call us at 9811981911 or visit {{2}}
Happy & Healthy Sleep",Utility
"Hey, {{1}}
Return Pickup failed for the product {{2}} Our pickup partner will call & reattempt within 48 hours
If you have any queries, please call us at 9811981911 or
write to us at {{3}}
Wish you a Peaceful Sleep
The Sleep Company",Utility
"Hey, {{1}}
RETURN PICKED UP! The Product with {{2}} has been successfully picked up Soon we will process the refund.
If you have any queries, please call us at 9811981911 or
write to us at {{3}}
Wish you a Peaceful Sleep
The Sleep Company",Utility
The return pick-up for your order has been scheduled. Thanks for your Patience,Utility
"Hey, {{1}}
Your Return request for {{2}} has been scheduled
Thanks for your patience!
If you have any queries, please call us at 9811981911 or
write to us at {{3}}
Wish you a Peaceful Sleep
The Sleep Company",Utility
"Hi {{1}},
Please find the requested link https:www.amazon.inreviewreview-your-purchases",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - R K Salai
📍 Address: RS. No. 173178, Ground & First Floor, Plot No 1, Dr. Radhakirshnan Salai, 4th Street, Mylapore, Chennai, Tamilnadu - 600004
📞 Contact: 8976803863
🗺 Google Maps: https:maps.app.goo.glbM11h74nSSNKzRbP8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:share.googleW7LFSgRfmhXcmDIhe
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Rohini
📍 Address: Ground Floor, No B4148, 149 & 150, Sector 7, Rohini, New Delhi, Delhi 110085
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glSyJKiQVTYkvcQp3P9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCbI6fSwbyXdbEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - RR Nagar
📍 Address: 12th Cross Road, Ideal Home Township, RR Nagar, Bangalore - 560098.
📞 Contact: 8433978261
🗺 Google Maps: https:maps.app.goo.glRg5gtUMbtHWdkjvk6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCRF5lGNqQ9F5EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Coimbatore
📍 Address: Diwan Bahadur Rd, 1st Floor, Jaganath Plaza, R.S Puram, Coimbatore, Tamil Nadu 641002
📞 Contact: 8828199754
🗺 Google Maps: https:goo.glmaps2119CgfGjGjYBP3H6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - RT Nagar
📍 Address: Shop no 1, GR FL, Old khata no 98-103-17 Main Rd, KHM Block, RT Nagar, Ganga Nagar, Giddappa block, Bangalore, Karnataka - 560032
📞 Contact: 8655696469
🗺 Google Maps: https:maps.app.goo.glDV3LWWiJir3xyYJYA
🕒 Timings: 11:00 AM – 9:00 PM",Marketing
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:share.googledpwU2ttD54BW1RS5D
Let us know if you need anything else.",Utility
